SiteBlock,SiteBlock2,SiteIDLookUp,Description,RampMain,Direction,LaneNumbs,TotalCapacity,TMPCapacity,RampReroute,DataSource,Cluster,FreeSpeedM,ScM,NM,FreeSpeedD,ScD,ND,DetourPlan,DetourDistance,DetourSpeed,Distance,Speed ,DetourCap,DetourDelay
SH1_Northbound_between_Wellington_Street_On-ramp_and_245,SH1 NB Wellington Street On ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Fanshawe_Street_Off-ramp_and_247,SH1 SB Fanshawe Street Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Cook_Street_Off-ramp_and_248,SH1 SB Cook Street Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_SH1_SB_-_SH16_WB_Link_and_249,SH1 SB SH1 SB SH16 WB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_SH1_SB-_SH16_EB_Port_Link_and_250,SH1 SB SH1 SB SH16 EB Port Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Nelson_Street_Off-ramp_and_251,SH1 NB Nelson Street Off ramp ,01N20426,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,Mainline,NB,3,6300,1400,01N40427,Any2018-scaled,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1_Northbound_between_SH1_NB_-_SH16_WB_Link_and_252,SH1 NB SH1 NB SH16 WB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Westbound_between_SH16_Port_-_SH16_WB_Link_and_253,SH16 WB SH16 Port SH16 WB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_SH1NB_-_SH16_Port_Link_and_Symonds_Street_254,SH1 NB SH1NB SH16 Port Link Symonds Street ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_SH1NB_-_SH16_Port_Link_and_Port_254,SH1 NB SH1NB SH16 Port Link Port ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Symonds_Street_Off-ramp_and_255,SH1 NB Symonds Street Off ramp ,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,NB,4,7200,1400,01N45429,Continuous Mar-19,C5,95,70,1.1,55,15,1.1,SH1_48,3.8,70,1.9,105,1200,2.171428571
SH1_Northbound_between_Wellesley_Street_Off-ramp_and_256,SH1 NB Wellesley Street Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Khyber_Pass_Road_Off-ramp_and_257,SH1 NB Khyber Pass Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Gillies_Avenue_Off-ramp_and_258,SH1 SB Gillies Avenue Off ramp ,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,SB,5,9000,1400,01N60431,Any2018-scaled,C6,85,65,1.1,60,20,1.1,SH1_6,2.4,40,1.2,105,1200,2.914285714
SH1_Southbound_between_Market_Road_Off-ramp_and_259,SH1 SB Market Road Off ramp ,01N10432,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,Mainline,SB,4,7200,1400,01N60432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_8,2.4,40,1.9,105,1200,2.514285714
SH1_Northbound_between_Market_Road_Off-ramp_and_260,SH1 NB Market Road Off ramp ,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,NB,5,9000,1400,01N40432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_45,2.6,40,2.3,105,1200,2.585714286
SH1_Southbound_between_Greenlane_Off-ramp_and_261,SH1 SB Greenlane Off ramp ,01N10433,SH1 Greenlane East Interchange SB,Mainline,SB,3,6300,1400,01N60433,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_9,3.4,40,2.6,105,1200,3.614285714
SH1_Northbound_between_Greenlane_Off-ramp_and_262,SH1 NB Greenlane Off ramp ,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40433,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_44,3.9,40,3.5,105,1200,3.85
SH1_Southbound_between_Ellerslie_Panmure_Highway_Off-ramp_and_263,SH1 SB Ellerslie Panmure Highway Off ramp ,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,SB,3,5700,1400,01N60435,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Northbound_between_Ellerslie_Panmure_Highway_Off-ramp_and_264,SH1 NB Ellerslie Panmure Highway Off ramp ,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,NB,3,5400,1400,01N40435,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_10,6.4,50,4,105,1800,5.394285714
SH1_Southbound_between_Tecoma_Street_Off-ramp_and_265,SH1 SB Tecoma Street Off ramp ,01N10434,SH1 Tecoma St Interchange SB,Mainline,SB,3,6600,1400,01N60434,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Southbound_between_SEART_Off-ramp_and_266,SH1 SB SEART Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_SEART_Off-ramp_and_266,SH1 SB SEART Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Mt_Wellington_Highway_Off-ramp_and_267,SH1 SB Mt Wellington Highway Off ramp ,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,SB,2,4800,1400,01N60439,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1_Northbound_between_Mt_Wellington_Highway_Off-ramp_and_268,SH1 NB Mt Wellington Highway Off ramp ,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,NB,3,5700,1400,01N40439,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1_Southbound_between_Princes_Street_Off-ramp_and_269,SH1 SB Princes Street Off ramp ,01N10441,SH1 Princes St Interchange SB,Mainline,SB,3,6000,1400,01N60441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_13,6.6,40,4,105,1200,7.614285714
SH1_Northbound_between_Princes_Street_Off-ramp_and_270,SH1 NB Princes Street Off ramp ,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,NB,3,6000,1400,01N40441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_40,4.5,40,3.7,105,1200,4.635714286
SH1_Southbound_between_Highbrook_Drive_Off-ramp_and_271,SH1 SB Highbrook Drive Off ramp ,01N10443,SH1 Highbrook Dr Interchange SB,Mainline,SB,3,5400,1400,01N60443,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1_Northbound_between_Highbrook_Drive_Off-ramp_and_272,SH1 NB Highbrook Drive Off ramp ,01N20442,SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,Mainline,NB,4,7200,1400,01N40443,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Southbound_between_East_Tamaki_Road_Off-ramp_and_273,SH1 SB East Tamaki Road Off ramp ,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,SB,3,5400,1400,01N60444,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_14,6,40,4.4,105,1200,6.485714286
SH1_Northbound_between_East_Tamaki_Road_Off-ramp_and_274,SH1 NB East Tamaki Road Off ramp ,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,NB,3,6000,1400,01N40444,Website Mar-19,C8,85,30,1.1,50,15,1.1,SH1_38,6.2,40,3.7,105,1200,7.185714286
SH1_Southbound_between_Te_Irirangi_Drive_Off-ramp_and_275,SH1 SB Te Irirangi Drive Off ramp ,01N10447,SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB,Mainline,SB,3,5400,1400,01N60447,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_15,2.5,40,1.6,105,1200,2.835714286
SH1_Southbound_between_Redoubt_Road_Off-ramp_and_276,SH1 SB Redoubt Road Off ramp ,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,SB,3,5400,1400,01N60448,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_16,7.2,40,6.8,105,1200,6.914285714
SH1_Southbound_between_Hill_Road_Off-ramp_and_279,SH1 SB Hill Road Off ramp ,01N10452,SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,Mainline,SB,3,5400,1400,01N60451,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_17,6.5,40,3.5,105,1200,7.75
SH1_Southbound_between_Takanini_Off-ramp_and_280,SH1 SB Takanini Off ramp ,01N10454,SH1 Takanini Interchange SB,Mainline,SB,2,3600,1400,01N60454,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_18,7.2,40,4.8,105,1200,8.057142857
SH1_Northbound_between_Takanini_Off-ramp_and_281,SH1 NB Takanini Off ramp ,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,NB,3,5700,1400,01N40454,Continuous Year2014,C9,100,80,1.2,55,25,1.4,SH1_34,4.1,40,3.3,105,1200,4.264285714
SH1_Northbound_between_SH1_NB_-_SH20_NB_Link_and_282,SH1 NB SH1 NB SH20 NB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_SH1_Great_South_Road_Off-ramp_and_283,SH1 NB SH1 Great South Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Papakura_Off-ramp_and_284,SH1 SB Papakura Off ramp ,01N10458,SH1 Papakura Interchange SB,Mainline,SB,2,3600,1400,01N60458,Continuous Mar-19,C9,100,80,1.2,55,25,1.4,SH1_19,6.6,50,5.1,105,1200,5.005714286
SH1_Northbound_between_Papakura_Off-ramp_and_285,SH1 NB Papakura Off ramp ,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,NB,2,3800,1400,01N40458,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_33,7.7,40,4.9,105,1200,8.75
SH1_Southbound_between_Drury_Off-ramp_and_286,SH1 SB Drury Off ramp ,01N10462,SH1 Drury Interchange SB,Mainline,SB,2,3600,1400,01N60462,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_20,6.4,90,5.2,105,1917.391304,1.295238095
SH1_Northbound_between_Drury_Off-ramp_and_287,SH1 NB Drury Off ramp ,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,NB,2,3600,1400,01N40462,Any2018-scaled,C9,100,80,1.2,55,25,1.4,SH1_32,7,50,5,105,1200,5.542857143
SH1_Southbound_between_Ararimu_Road_Off-ramp_and_288,SH1 SB Ararimu Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Ararimu_Road_Off-ramp_and_289,SH1 NB Ararimu Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Mill_Road_Off-ramp_and_290,SH1 SB Mill Road Off ramp ,01N10471,SH1 Mill Rd Interchange SB,Mainline,SB,2,3600,1400,01N60471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_22,3.9,90,2.2,105,1572.26087,1.342857143
SH1_Northbound_between_Mill_Road_Off-ramp_and_291,SH1 NB Mill Road Off ramp ,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,NB,2,3600,1400,01N40471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_30,8.4,90,6.9,105,1917.391304,1.657142857
SH1_Southbound_between_Beaver_Road_Off-ramp_and_292,SH1 SB Beaver Road Off ramp ,01N10473,SH1 Beaver Rd Interchange SB,Mainline,SB,2,3600,1400,01N60473,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_23,3.2,90,1.6,105,1572.26087,1.219047619
SH1_Northbound_between_Beaver_Road_Off-ramp_and_293,SH1 NB Beaver Road Off ramp ,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,NB,2,3600,1400,01N40473,Website Oct-18,C10,105,90,1.2,80,50,1.1,SH1_29,8.3,90,2.7,105,1572.26087,3.99047619
SH1_Southbound_between_Nikau_Road_Off-ramp_and_294,SH1 SB Nikau Road Off ramp ,01N10475,SH1 Nikau Rd Interchange SB,Mainline,SB,2,3600,1400,01N60475,Any2018-scaled,C10,105,90,1.2,80,50,1.1,SH1_24,7,80,5.4,105,1572.26087,2.164285714
SH1_Northbound_between_Ridge_Road_Off-ramp_and_295,SH1 NB Ridge Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Razorback_Road_Off-ramp_and_296,SH1 SB Razorback Road Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_SH1_-_SH2_EB_Link_and_297,SH1 SB SH1 SH2 EB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_SH2_WB_-_SH1_SB_Link_and_298,SH1 SB SH2 WB SH1 SB Link ,01N10477,SH1 SH2 Interchange SB,Mainline,SB,2,3600,1400,01N60477,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1_Northbound_between_SH2_WB_-_SH1_NB_Link_and_299,SH1 NB SH2 WB SH1 NB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_SH1_NB_-_SH2_EB_Link_and_300,SH1 NB SH1 NB SH2 EB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Westbound_between_Left_turn_into_Caribbean_Drive_and_301,SH18 WB Left turn into Caribbean Drive ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Eastbound_between_Right_turn_into_Caribbean_Drive_and_Carribean_Dr_302,SH18 EB Right turn into Caribbean Drive Carribean Dr ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Westbound_between_Right_turn_into_Paul_Matthews_Road_and_Paul_Matthews_Rd_303,SH18 WB Right turn into Paul Matthews Road Paul Matthews Rd ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Eastbound_between_Left_turn_into_Paul_Matthews_Road_and_304,SH18 EB Left turn into Paul Matthews Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Westbound_between_Unsworth_Drive_Off-ramp_and_305,SH18 WB Unsworth Drive Off ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH18_Westbound_between_Albany_Highway_Off-ramp_and_306,SH18 WB Albany Highway Off ramp ,01819001,SH18 West of Unsworth Dr WB,Mainline,WB,1,2400,1400,01860002,Any2018-scaled,C11,100,85,1.3,60,20,1.1,SH18_142,5.3,60,4.7,105,1917.391304,2.614285714
SH18_Eastbound_between_Albany_Highway_Off-ramp_and_307,SH18 EB Albany Highway Off ramp ,01820001,SH18 West of Paul Mathews Rd EB,Mainline,EB,2,3600,1400,01840002,Any2018-scaled,C11,100,85,1.3,60,20,1.1,SH18_113,3.644210982,NA,NA,NA,NA,NA
SH18_Westbound_between_Greenhithe_Road_Off-ramp_and_308,SH18 WB Greenhithe Road Off ramp ,01810003,SH18 Albany Hwy On Ramp to Greenhithe Rd Off Ramp WB,Mainline,WB,2,4000,1400,01860004,Any2018-scaled,C11,100,85,1.3,60,20,1.1,NA,NA,NA,NA,NA,NA,NA
SH18_Eastbound_between_Tauhinu_Road_Off-ramp_and_309,SH18 EB Tauhinu Road Off ramp ,01820005,SH18 Tauhinu Rd Off Ramp to Greenhithe Rd On Ramp EB,Mainline,EB,2,3800,1400,01840006,Any2018-scaled,C11,100,85,1.3,60,20,1.1,SH18_143,5.4,60,4.7,105,1917.391304,2.714285714
SH18_Westbound_between_Squadron_Drive_Off-ramp_and_310,SH18 WB Squadron Drive Off ramp ,01810007,SH18 Upper Harbour Bridge WB,Mainline,WB,2,4200,1400,01860008,Any2018-scaled,C12,105,85,1.1,55,25,1.1,SH18_144,3.4,60,3.1,105,1200,1.628571429
SH18_Westbound_between_Brigham_Creek_Road_Off-ramp_and_311,SH18 WB Brigham Creek Road Off ramp ,01810010,SH18 Brigham Creek Rd Interchange WB,Mainline,WB,2,3600,1400,01860010,Website Mar-18,C12,105,85,1.1,55,25,1.1,SH18_146,4.6,60,4.2,105,1200,2.2
SH18_Eastbound_between_Brigham_Creek_Road_Off-ramp_and_312,SH18 EB Brigham Creek Road Off ramp ,01820009,SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,Mainline,EB,2,3600,1400,01840010,Website Mar-18,C12,105,85,1.1,55,25,1.1,SH18_145,3.7,60,3.1,105,1200,1.928571429
SH18_Westbound_between_Trig_Road_Off-ramp_and_313,SH18 WB Trig Road Off ramp ,01620014,SH16 Royal Rd On Ramp to Lincoln Rd Off Ramp EB,Mainline,EB,2,4200,1400,01860012,Website Mar-19,C13,105,40,1.5,55,25,1.1,NA,NA,NA,NA,NA,NA,NA
